Titulo,Adress,City,ZIP/Postal Code,State/Province,Phone
FARMACIA SANTANA,Rua VINTE E UM DE ABRIL 94 CENTRO,CANDEIAS,43805160,BA  ,",7132063900,"
FARMACIA SANTANA,Rua DO URUGUAI 23 URUGUAI,SALVADOR,40454260,BA  ,",7132093900,"
FARMACIA SANTANA,Avenida LUIS VIANA FILHO 8544 ALPHAVILLE I,SALVADOR,41701005,BA  ,",7132063900,"
FARMACIA SANTANA,Rua JOSE ERNESTO DOS SANTOS 426 ITINGA,LAURO DE FREITAS,42700000,BA  ,",7132063900,"
FARMACIA SANTANA,Rua MELLO MORAIS FILHO 327 FAZENDA GRANDE DO RETIRO,SALVADOR,40352000,BA  ,",7132063900,"
FARMACIA SANTANA,Praça FRANCISCO MANUEL 7 CABULA,SALVADOR,41150580,BA  ,",7132063900,"
FARMACIA SANTANA,Avenida RUI BARBOSA 98 CENTRO,SIMOES FILHO,43700000,BA  ,",7132063900,"
FARMACIA SANTANA,Avenida ULYSSES GUIMARAES 4533 SUSSUARANA,SALVADOR,41213000,BA  ,",7132063900,"
FARMACIA SANTANA,Rua DAS PEDRINHAS 3 PERIPERI,SALVADOR,40720460,BA  ,",7132063900,"
FARMACIA SANTANA,Avenida GETULIO VARGAS 218 CENTRO,CAMACARI,42800005,BA  ,",7132063900,"
FARMACIA SANTANA,Avenida SENHOR DOS PASSOS 1243 CENTRO,FEIRA DE SANTANA,44002200,BA  ,",7132063900,"
FARMACIA SANTANA,Avenida OCTAVIO MANGABEIRA 1591 PITUBA,SALVADOR,41830050,BA  ,",7132093900,"
FARMACIA SANTANA,Rua OITO DE NOVEMBRO 134 PIRAJA,SALVADOR,41290200,BA  ,",7132063900,"
FARMACIA SANTANA,Rua LANDULFO ALVES 75 CENTRO,SANTO ANTONIO DE JESUS,44571380,BA  ,",7132063900,"
FARMACIA SANTANA,Rua JAYME VIEIRA LIMA 43 PAU DA LIMA,SALVADOR,41235000,BA  ,",7132063900,"
FARMACIA SANTANA,Rua RODRIGUES LIMA 64 CENTRO,ALAGOINHAS,48010040,BA  ,",7132063900,"
FARMACIA SANTANA,Rua DOS RODOVIARIOS - SH BELA VISTA 92 CABULA,SALVADOR,41150125,BA  ,"71,34501770,"
FARMACIA SANTANA,Avenida VIA CASTELO BRANCO 23 CASTELO BRANCO,SALVADOR,41322225,BA  ,",7132063900,"
FARMACIA SANTANA,Avenida SANTOS DUMONT 4902 ITINGA,LAURO DE FREITAS,42700000,BA  ,",7132063900,"
FARMACIA SANTANA,Avenida CINQUENTENARIO 447 CENTRO,ITABUNA,45600002,BA  ,
FARMACIA SANTANA,Avenida BRASIL 109 CENTRO,DIAS D AVILA,42850000,BA  ,",7132063900,"
FARMACIA SANTANA,Rua DO MATADOURO 8 AGUAS CLARAS,SALVADOR,41310035,BA  ,",7132063900,"
FARMACIA SANTANA,Rodovia BA 526 SALVADOR NORTE SHOPPING 305 SAO CRISTOVAO,SALVADOR,41510000,BA  ,",7132063900,"
FARMACIA SANTANA,Rua COSME DE FARIAS 185 COSME DE FARIAS,SALVADOR,40252005,BA  ,
FARMACIA SANTANA,Avenida ALIOMAR BALEEIRO 422 CAJAZEIRAS,SALVADOR,41345040,BA  ,"71,32063914,"
FARMACIA SANTANA,Estrada CAMPINAS PIRAJA 230 MARECHAL RONDON,SALVADOR,41280117,BA  ,"71,32063914,"
FARMACIA SANTANA,Avenida AFRANIO PEIXOTO 75 PLATAFORMA,SALVADOR,40717140,BA  ,"71,32063914,"
FARMACIA SANTANA,Praça SENADOR THEMISTOCLES 822 CENTRO,CRUZ DAS ALMAS,44380970,BA  ,"71,32063914,"
FARMACIA SANTANA,Estrada DAS BARREIRAS 1131 BARREIRAS,SALVADOR,41195001,BA  ,"71,32063914,"
FARMACIA SANTANA,Estrada DO COQUEIRO GRANDE 15 CAJAZEIRAS,SALVADOR,41340050,BA  ,"71,32063914,"
FARMACIA SANTANA,Avenida OCTAVIO MANGABEIRA 1211 PITUBA,SALVADOR,41830050,BA  ,"71,32063914,"
FARMACIA SANTANA,Rua PERO VAZ 130 PERO VAZ,SALVADOR,40335000,BA  ,
FARMACIA SANTANA,Rua GOVERNADOR GONCALVES 124 CENTRO,VALENCA,45400000,BA  ,
FARMACIA SANTANA,1¼ Avenida AV LAURO DE FREITAS 303 CENTRO,VITORIA DA CONQUISTA,45000230,BA  ,"71,32063914,3914"
FARMACIA SANTANA,Avenida CAMINHO DE AREIA 213 CAMINHO DE AREIA,SALVADOR,40440360,BA  ,
FARMACIA SANTANA,Rua CEARA 437 PITUBA,SALVADOR,41830450,BA  ,
FARMACIA SANTANA,Rua MARECHAL DEODORO 346 CENTRO,FEIRA DE SANTANA,44002064,BA  ,
FARMACIA SANTANA,Rua BENTO BERILO 141 CENTRO,ILHEUS,45653270,BA  ,
FARMACIA SANTANA,Rua SO CRISTOVAO 1850 ITINGA,LAURO DE FREITAS,42700973,BA  ,
FARMACIA SANTANA,Avenida REGIS PACHECO 48 CENTRO,VITORIA DA CONQUISTA,45000755,BA  ,"71,32063907,"
FARMACIA SANTANA,Avenida MARIA QUITERIA 1917 CENTRO,FEIRA DE SANTANA,44001008,BA  ,"71,32063907,"
FARMACIA SANTANA,Rua RUA MONSENHOR OLIMPIO 103 CENTRO,VITORIA DA CONQUISTA,45000360,BA  ,"71,32063905,"
FARMACIA SANTANA,Rua RUA MONSENHOR OLIMPIO 151 CENTRO,VITORIA DA CONQUISTA,45000360,BA  ,"71,32063905,"
FARMACIA SANTANA,Alameda ALAMEDA RAMIRO SANTOS 2 CENTRO,VITORIA DA CONQUISTA,45000380,BA  ,"71,32063905,"
FARMACIA SANTANA,Rua RUA D 6 CANDEIAS,VITORIA DA CONQUISTA,45028638,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida AVENIDA LAURO DE FREITAS 133 CENTRO,VITORIA DA CONQUISTA,45000230,BA  ,"71,32063905,"
FARMACIA SANTANA,Rua ENGENHEIRO AUSTRICLIANO 9 SAO CAETANO,SALVADOR,40391204,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida GETULIO VARGAS 83 CENTRO,FEIRA DE SANTANA,44001525,BA  ,"71,32063905,"
FARMACIA SANTANA,Praça AUGUSTO DE CARVALHO 205 CENTRO,ITAPETINGA,45700000,BA  ,"71,32063905,"
FARMACIA SANTANA,Rua ROBERTO SANTOS 96 CENTRO,SANTO ANTONIO DE JESUS,44572060,BA  ,"71,32063905,"
FARMACIA SANTANA,Praça PADRE ALFREDO 36 CENTRO,ALAGOINHAS,48005105,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida TANCREDO NEVES 3133 CAMINHO DAS ARVORES,SALVADOR,41820021,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida AVENIDA CENTENARIO 2992 BARRA,SALVADOR,41140400,BA  ,"71,32063905,"
FARMACIA SANTANA,Praça CONSELHEIRO JOAO ALFREDO 20 CAIXA DAGUA,SALVADOR,40320350,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida TANCREDO NEVES 148 CAMINHO DAS ARVORES,SALVADOR,41820020,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida LUIS VIANA 8544 PARALELA,SALVADOR,41730101,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida TANCREDO NEVES 1632 CAMINHO DAS ARVORES,SALVADOR,41820020,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida MANOEL DIAS DA SILVA 326 PITUBA,SALVADOR,41830001,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida ANTONIO CARLOS MAGALHAES 848 ITAIGARA,SALVADOR,41840000,BA  ,"71,32063905,"
FARMACIA SANTANA,Rua MARQUES DE CARAVELAS 609 BARRA AVENIDA,SALVADOR,40160000,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida PRAIA DE ITAPOAN 4 ITINGA,LAURO DE FREITAS,42700000,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida GETULIO VARGAS 31 CENTRO,CAMACARI,42800005,BA  ,"71,32063905,"
FARMACIA SANTANA,Avenida GETULIO VARGAS 1300 PONTO CENTRAL,FEIRA DE SANTANA,44075155,BA  ,"71,32063905,"
FARMAIOR,Rua TICO TICO 22 DISTRITO S?O LOUREN?,CIANORTE,87213000,PR  ,"44,36271255,"
DROGARIAS CAMPEA,Avenida CESARIO DE ABREU 14 CENTRO,ITAPEVI,6653020,SP  ,"11,37363329,3329"
AUGEFARMA,Rua EUBIA BARROSO 2087 CENTRO,ITAPIPOCA,62500000,CE  ,"88,36361818,"
FARMACIA DO APOSENTADO,Rua Vicinal SAO PAULO 570 CENTRO,COLORADO,86690000,PR  ,"44,33231173,"
INOVA,Estrada Central CORONEL JOAQUIM PAIV 20 CENTRO,MIMOSO DO SUL,29400000,ES  ,"28,35551659,"
HIPERFARMA SANTA PAULA,Rua CASTANHEIRA 295 CONTORNO,PONTA GROSSA,84061370,PR  ,"42,30277100,0"
DROGARIA ECONOMICA,Avenida BANDEIRANTES 2640 CENTRO,RONDONOPOLIS,78700200,MT  ,"66,34232713,"
DROGARIA CAMPEA POPULAR SILVA BUENO LTDA,Rua SILVA BUENO 2512 IPIRANGA,SAO PAULO,4208002,SP  ,"11,37363329,3329"
COOPERFARMA,Rua BAR?O DO RIO BRANCO 309 CENTRO,CLEVELANDIA,85530000,PR  ,"46,32524085,"
DROGARIAS CAMPEA,Rua GENERAL FRANCISCO GLICERIO 391 CENTRO,SUZANO,8674001,SP  ,"11,37363329,3329"
DROGARIAS CAMPEA,Rua GENERAL FRANCISCO GLICERIO 274 CENTRO,SUZANO,8674001,SP  ,"11,37363300,3326"
DROGARIAS CAMPEA,Rua BENJAMIN CONSTANT 346 CENTRO,SUZANO,8674010,SP  ,"11,37363300,3326"
FARMA 10,Esquina MINISTRO DEMETRIO ME 979 CENTRO,DOM PEDRITO,96450000,RS  ,"53,32438007,"
FARMAIS,Rua PORTO RICO 44 JARDIM SAO LUIS,SANTANA DE PARNAIBA,6502355,SP  ,"11,41546262,"
INOVA,Rua JO?O ESQUIVEL 104 CENTRO,SEABRA,46900000,BA  ,"33,32713016,"
DROGAMAIS,Avenida INGLATERRA 237 IGAPO,LONDRINA,86046000,PR  ,"43,33416880,"
INOVA,Avenida SILVIO FELICIO DOS S 89 CENTRO,DIAMANTINA,39100000,MG  ,"38,35312058,"
FARMAIS,Rua ANTONIO DE MACEDO SO 1541 CAMPO BELO,SAO PAULO,4607003,SP  ,"11,25377442,"
FARMAIS,Rua VIEIRA DE MORAIS 1299 CAMPO BELO,SAO PAULO,4617014,SP  ,"11,25377442,"
DROGACESAR,Avenida DOS ANDRADAS 147 CENTRO,JUIZ DE FORA,36036000,MG  ,"32,32164353,"
DROGARIA MAIS SAAUDE,Avenida AVENIDA MACABEUS 564 CENTRO,AMORINOPOLIS,76140000,GO  ,"64,36771161,"
DROGAMAIS CAJURU,Rua JOSE DEMETRIO COELHO 885 CENTRO,CARMO DO CAJURU,35510000,MG  ,"37,32441591,"
MAX,Rua MARQUES DE PARANA 128 FLAMENGO,RIO DE JANEIRO,22230030,RJ  ,"21,25531133,"
NETFARMA,Avenida PREFEITO JOAO VILALLOBO QUERO 1433 JARDIM BELVAL,BARUERI,6422122,SP  ,"11,46198801,"
AUGEFARMA,Avenida REPUBLICA 976 INTERLAGOS,LINHARES,29903508,ES  ,"27,33713943,"
FARMACIA SANTA CLARA,Rua PANDIA CALOGERAS 737 CENTRO,OURO PRETO,35400000,MG  ,"31,35512432,"
VIVA FARMA,1¼ Rua RUA 17 JARDIN POXOREO,POXOREU,78800000,MT  ,"66,34361009,"
DROGA LIDER,Avenida PEDRO FERREIRA TOME 505 ALDEIA,CUPARAQUE,35246000,MG  ,"33,32626095,"
DROGARIA CRISTO REI,Rua 8 244 SETOR FERROVIARIO,FORMOSA,73805065,GO  ,"61,36318434,"
DROGARIA POPULAR,Avenida GEVA DE SOUZA 1 SETOR CENTRAL,NOVA CRIXAS,76520000,GO  ,"62,33133333,"
ENTREFARMA,Rua RODRIGO DO VALE 75 CENTRO,TUPACIGUARA,38430000,MG  ,",3432813050,"
FARMACIA FORTE FARMA,Avenida CINCO DE MAR?O 585 CENTRO,PIRAI DO SUL,84240000,PR  ,"42,32372007,"
DROGARIA EXTREMA,Rua H?LIO PEDROSO DE ALVARENGA 51 CENTRO,EXTREMA,37640000,MG  ,"35,37223272,"
IDEAL,Rua HENRIQUE DUMONT 1014 JARDIM PAULISTA,RIBEIRAO PRETO,14090200,SP  ,"16,39519120,9142"
IDEAL,Rua VICENTE DE PAULA LIMA 481 CENTRO,SERRANA,14150000,SP  ,"16,39875170,"
IDEAL,Rua RUA PEDRO AMOROSO 1096 CENTRO,CRAVINHOS,14140000,SP  ,"16,34821813,"
IDEAL,Rua RUA SETE DE SETEMBRO 346 CENTRO,RIBEIRAO PRETO,14110000,SP  ,"16,39723266,"
IDEAL,Avenida BELARMINO PERREIRA DE OLIVEIRA 551 CENTRO,JARDINOPOLIS,14680000,SP  ,"16,32024612,"
IDEAL,Rua Presidente Vargas 126 CENTRO,SANTA ROSA DE VITERBO,14270-000,SP  ,"16,39547727,"
IDEAL,Rua Coronel Jose Theodoro 251 CENTRO,JARDINOPOLIS,14680-000,SP  ,"16,37631910,"
IDEAL,Rua PARREIRA LIMA 316 CENTRO,MORRO AGUDO,14640000,SP  ,"16,38516002,"
IDEAL,Rua XV DE NOVEMBRO 151 CENTRO,CRAVINHOS,14140000,SP  ,"16,39518463,"
IDEAL,Rua VICENTE DE PAULA 1521 CENTRO,SERRANA,14150000,SP  ,"16,36670555,"
IDEAL,Rua LARGO SA? BENTO 835 CENTRO,CAJURU,14680000,SP  ,"16,36670555,"
IDEAL,Rua FLORIANO PEIXOTO 1215 CENTRO,BRODOWSKI,14340000,SP  ,"16,36643730,"
IDEAL,Rua RUA ANGELO SORDI 109 CENTRO,SANTA ROSA DE VITERBO,14270000,SP  ,"16,21010291,"
FARMACIA BRASIL POPULAR,Rua DORVAL LUZ 564 SANTA TEREZINHA,BRUSQUE,88352400,SC  ,"48,30391105,"
DROGARIA S?O GERALDO,Avenida MAJOR ANTONIO ALBERT 45 CENTRO,BOTELHOS,37720000,MG  ,"35,35613000,"
FARMCIA S?O PAULO,Rua SANTA TEREZINHA 297 GLORIA,VILA VELHA,29122041,ES  ,"27,32291736,"
DROGARIA HORTOFARMA,1¼ Rua BRAZ RODRIGUES DE SOUZA 140 JARDIM SAO CAMILO,HORTOLANDIA,13184903,SP  ,"19,38976397,19"
BIOFARMA,Rua BOANERGES PEREIRA DE MEDEIROS 205 CENTRO,SAO JOAQUIM,88600000,SC  ,"48,30451889,304518"
AUGEFARMA,Rua PADRE JOSE TOMAZ 274 CENTRO,CAJAZEIRAS,58900000,PB  ,"83,35311061,"
AUGEFARMA,Rua BRIGADEIRO EDUARDO G 509 CENTRO,ITABERABA,46880000,BA  ,"75,32512722,"
AUGEFARMA,Rua RUBENS RIBEIRO 7 CENTRO,ITABERABA,46880000,BA  ,"75,32511967,"
DROGARIA BOM PRE?O,Avenida MARIA EULALIA DE SOU 1 SETOR CENTRAL,MINEIROS,75830000,GO  ,"62,33133333,"
DROGARIA GLOBO,Avenida BRASIL 492 CENTRO,PEIXOTO DE AZEVEDO,78530000,MT  ,"66,35751678,"
FARMACIA SANTA LUZIA,Rua PRUDENTE DE MORAES 979 CENTRO,TABATINGA,14910000,SP  ,"16,33851114,"
AUGEFARMA,Rua DO VASSOURAL 5 VASSOURAL,CARUARU,55028400,PE  ,"81,37238503,"
AUGEFARMA,Rua RUI LIMEIRA ROSAL 29 VASSOURAL,CARUARU,55030000,PE  ,"81,31373857,"
DROGARIA CENTRAL,Rua MARIA RITA FRANCO 416 CENTRO,CAMPOS ALTOS,38970000,MG  ,"37,34262442,"
FARMACIA BEM ESTAR,Rua JULIO MARQUES DO NAS 582 CENTRO,CAJAZEIRAS,58900000,PB  ,"83,35311628,"
DROGARIA REIS MAGOS,Rua FRANCISCO CANDIDO FI 23 PARQUE DAS NACOES,PARNAMIRIM,59158172,RN  ,"84,36080361,"
DROGA STAR,Rua TAPAJOS 1 VILA BRASILIA,APARECIDA DE GOIANIA,74905700,GO  ,"62,32807070,"
REDE MASTERFARMA,Avenida ASSUNCAO 514 SANTA MARIA,SANTA TEREZA DO OESTE,85825000,PR  ,"45,32312202,"
ASSOCIADAS,Avenida PROTASIO ALVES 892 RIO BRANCO,PORTO ALEGRE,90410004,RS  ,"51,33309538,"
Grupo Marrichi,Rua JOAQUIM ZITO DE SOUZA 45 JARDIM PAULO CAMPOS,SAO JOAO DEL REI,36305048,MG  ,"32,33734897,"
DROGARIAS MEDFACIL,1¼ Rua RUA PASTEUR 471 JARDIM EUROPA,GOIANIA,74325125,GO  ,"62,35429999,62"
FARMACIA SAO JORGE MATRIZ,Rua BENTO BERILO 127 CENTRO,ILHEUS,45653270,BA  ,",7330860555,"
DROGARIA DOSE CERTA,Rua JOSE DEMETRIO COELHO 2263 CENTRO,CARMO DO CAJURU,35510000,MG  ,"37,32441636,"
AUGEFARMA,Rua ALFREDO GUALANDI DA  28 CENTRO,DORES DO RIO PRETO,29580000,ES  ,"28,35591110,"
DROGARIA GLOBO 3,Avenida ENEIAS FERREIRA AGUIAR 3193 CENTRO,PATROCINIO,38740000,MG  ,"34,38321209,"
ULTRA POPULAR,1¼ Avenida AV 25 DE AGOSTO 4953 CENTRO,ROLIM DE MOURA,76940000,RO  ,"69,34423737,"
DROGARIA MAIS SA?DE,Avenida BENEVIDES GONCALVES DE CARVALHO 0 RESIDENCIAL CAMPOS BELOS,CAMPO LIMPO DE GOIAS,75160000,GO  ,"62,33451433,"
FARM?CIA E DROGARIA FARMA VIDA,Rua XV DE NOVEMBRO 123 CENTRO,MONTE CASTELO,89380000,SC  ,"47,36540830,"
DROGARIA AMADEUS,Avenida TOCANTINEA 1086 PAJUCARA,NATAL,59131000,RN  ,"84,32032105,84"
AUGEFARMA,Rua 9 44 PASSARE,FORTALEZA,60862200,CE  ,"85,34670273,"
REDEMAIS,Rua RUA ROMULO ROLIM 290 CENTRO,CAJAZEIRAS,58900000,PB  ,"83,35313848,"
FARMACIA CIBIEN,Avenida DIDO FONTES 515 JARDIM TROPICAL,SERRA,29162017,ES  ,"27,30670628,"
INOVA,Avenida HENRIQUETO CARDINALI 341 VARGINHA,ITAJUBA,37501153,MG  ,"35,36222916,35"
FARMELHOR,Avenida SAO VICENTE DE PAULO 133 SAO VICENTE,ITAJUBA,37502082,MG  ,"35,36222916,"
DROGA CHICK,Avenida JOSE MONTEIRO DE FIGUEIREDO 99 DUQUE DE CAXIAS I,CUIABA,78043300,MT  ,"65,36170000,"
TOTAL FARMA,Avenida AVENIDA BRASILIA 2410 SAO BENEDITO,SANTA LUZIA,33105493,MG  ,"31,35610911,"
DROGARIA PRECO POPULAR,Rua REVERENDO ARMANDO FEREIRA 21 LARGO DA BATALHA,NITEROI,24310400,RJ  ,"21,26080403,211"
FARNACIA VIA SAUDE,Rua SAO PAULO 947 CENTRO,ANDIRA,86380000,PR  ,"43,35383805,"
DELLA VITA,Avenida EDGAR PIRES DE CASTR 1953 ABERTA DOS MORROS,PORTO ALEGRE,91787235,RS  ,"51,33727672,51"
AUGEFARMA,Rua JUVENCIO LUIS PEREIR 425 CENTRO,UBAJARA,62350000,CE  ,"88,36341280,"
FARM?CIA ECON?MICA,Rua DUQUE DE CAIXIAS 688 CENTRO,ITAPORA,79890000,MS  ,"67,34511204,"
FARMACIA SANTA CATARINA,Rua CLEMENTE PEREIRA 173 CENTRO,REGENTE FEIJO,19570000,SP  ,"18,32792460,"
LIDER SAUDE,Rua ITALO TOMAGNINI 165 CENTRO,TRES PONTAS,37190000,MG  ,"35,32651221,"
DROGA MARYS,Rua PADRE MONTE 974 GOIA,GOIANIA,74485150,GO  ,"62,32961360,"
DROGARIA CRISTINA,Rua BARAO DO GUAICUI 129 CENTRO,JEQUITAI,39370000,MG  ,"38,37441120,1"
DROGARIA CRISTINA,Rua DA BAHIA 480 CENTRO,PIRAPORA,39270000,MG  ,"38,37441120,"
DROGARIA CRISTINA,Rua MATOZINHOS 62 CENTRO,TRES MARIAS,39205000,MG  ,"38,37426450,"
ULTRA POPULAR,Estrada LUIZ DE LEMOS 2872 CARMARI,NOVA IGUACU,26022140,RJ  ,"11,11111111111,1991"
DROGARIAS CAMPEA,Rua GERONIMO CAETANO GARCIA 116 CENTRO,FRANCISCO MORATO,7901000,SP  ,"11,37363329,3329"
DROGARIA MAX,Rua SIQUEIRA CAMPOS 164 COPACABANA,RIO DE JANEIRO,22031071,RJ  ,"21,32988225,"
FARMAIS,Avenida VIRGINIA FERREIRA 1495 CENTRO,COXIM,79400000,MS  ,"67,32914905,1"
DROGALIS,Estrada PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA 5308 JARDIM ALBERTINA,GUARULHOS,7252000,SP  ,"11,46523939,2008"
,Rua JASPE 65 IGUACU,IPATINGA,35162077,MG  ,"31,38235000,"
FARMACIA ALIANCA,Rua J  J  SEABRA 30 TRAVESSAO,CAMAMU,45445000,BA  ,"73,32551438,"
DROGA REDE,Praça DOUTOR ROMULO SALLES 108 CENTRO,JANAUBA,39440000,MG  ,"37,32142726,"
DROGA REDE,Praça Praça CRISTO REDENTOR 46 CENTRO,JANAUBA,39440000,MG  ,"37,32142726,"
DROGARIA SAUDE,Rua FLORIANO PEIXOTO 2976 JARDIM SONTAG,SALTO,13322150,SP  ,"11,40282320,"
DROGARIA DU JUNIOR,Rua SANTOS DUMONT 359 SOTECO,VILA VELHA,29106200,ES  ,"27,32088313,"
FARMA VALE,Avenida PRINCESA ISABEL 1791 SANTANA,SAO JOSE DOS CAMPOS,12211620,SP  ,"12,32074806,"
DIAFARMA DROGARIAS,Avenida NOSSA SENHORA DOS NAVEGANTES 859 896 ELDORADO,DIADEMA,9972260,SP  ,"11,40435221,"
DROGARIAS CAMPEA,Rua TREZE DE MAIO 240 CENTRO,CAMPINAS,13010060,SP  ,"11,37363329,3329"
DROGARIA SAO LEOPOLDO,9¼ Rua RICARDO FRANCO 21 SOBRINHO,CAMPO GRANDE,79110030,MS  ,"67,33894100,4130"
UAIFARMA,Rua JARBAS PIMENTA 517 CENTRO,BOA ESPERANCA,37170000,MG  ,"35,32661781,"
DROGARIA MAIS BARATO,Avenida JORGE SIMAO 7 CORAMARA,CACHOEIRO DE ITAPEMIRIM,29313367,ES  ,"28,35219243,"
ASFAR,Rua AVENIDA ASSIS MARTORANO 430 CENTRO,SAO JOAQUIM,88600000,SC  ,"49,32333209,"
DROGARIA POLULAR,Rua SH VICENTE PIRES CH 206 LOTE 02 A LOJA 6 SETOR HABITACIONAL VICENTE PIRES,BRASILIA,72006865,DF  ,"61,35672933,"
FARMACIA PRE?O BAIXO,Avenida AVENIDA ILHEUS 2646 BRASIL,VITORIA DA CONQUISTA,45051305,BA  ,"77,34248196,"
FARMACIA DROGAUNA,Rua PINDUCA SOARES 86 CENTRO,IBIUNA,18150000,SP  ,"15,32412233,"
NOVA REDE,Rua AMERICO RODRIGUES FERREIRA 485 CENTRO,PARACAMBI,26600000,RJ  ,"21,36935609,"
FARMACIA FORTE FARMA,Avenida AV. GETULIO VARGAS 265 CENTRO,CORUPA,89278000,SC  ,"47,33753740,47"
DROGARIAS CAMPEA,Avenida PENHA DE FRANCA 376 PENHA DE FRANCA,SAO PAULO,3606000,SP  ,"11,37363329,3329"
BAKUDAN,Rua DOUTOR ANIZ FADUL 177 VILA MALUF,SUZANO,8685020,SP  ,"11,47423721,"
HIPERFARMAC,Rua DESEMBARGADOR ANTONIO DE PAULA 3035 BOQUEIRAO,CURITIBA,81750450,PR  ,"41,30130865,"
DROGARIA RESENDE,Avenida JK 2112 VILA RICA,GOVERNADOR VALADARES,35045250,MG  ,"33,32764303,"
DROGA VILA,Praça HERMOGENES DE PAIVA 66 APARECIDA,BRAGANCA PAULISTA,12912720,SP  ,"11,22776115,"
DROGARIA DA ANA,Praça RUA LOPES FRANCO 25 CENTRO,CONSELHEIRO LAFAIETE,36400000,MG  ,"31,37618497,31"
FARMACIA UNINGA,Avenida PARANA 382 ZONA 01,MARINGA,87013070,PR  ,"44,32627000,"
MULTIDROGAS,Rua MARECHAL DEODORO 1228 CENTRO,FRANCA,14400440,SP  ,"16,37241491,"
COMPRE CERTO,Rua PROFESSOR LUDGERO BA 38 CENTRO,CARANDAI,36280000,MG  ,"32,33611602,"
FARMACIA VITAL,Praça MESTRE ORLANDO 414 NOVA VILA,CALDAS NOVAS,75690000,GO  ,"64,34552219,"
FARMACIA PAGUE FACIL,Avenida PRESIDENTE GETULIO V 215 CENTRO,IUNA,29390000,ES  ,"28,35452189,"
FARMAGENTE,Rua FLOR DE LIZ 138 JARDIM SAO SEBASTIAO,HORTOLANDIA,13187144,SP  ,"19,1935153478,"
DROGA SOL,Rua ALTINO ARANTES 285 MORADA DO SOL,BURITIZAL,14570000,SP  ,"16,37512000,"
FARMACIA CASTELAO,Avenida ALMIRANTE TAMANDARE 1617 JARDIM S?O PAULO,MIRASSOL D OESTE,78280000,MT  ,"65,32413241,"
DROGARIA ELITE,Rua PORFIRIO GONALVES 1041 CENTRO,RIO VERDE DE MATO GROSSO,79480000,MS  ,",672921348,"
DROGA MAIS,Colónia AGRICOLA SAMAMBAIA 148 TAGUATINGA NORTE,TAGUATINGA,72110600,DF  ,"61,35623827,"
DONA FARMA,Avenida PARA 2525 SETOR CENTRAL,IPORA,76200000,GO  ,"64,36742051,1"
CAMPOS FARMA,Rua SENADOR JOSE CARLOS PEREIRA PINTO 368 PARQUE CALABOUCO,CAMPOS DOS GOYTACAZES,28083102,RJ  ,"22,27314535,"
UNIMED,Rua OLIVEIRA MARQUES 2040 JARDIM CENTRAL,DOURADOS,79805021,MS  ,
HIPER MED,Rua AVENIDA BERNARDO SAYAO 719 SETOR CENTRAL,INHUMAS,75400000,GO  ,"62,35148721,"
AUGEFARMA,Avenida ANTONIO SALES 658 CENTRO,PARACURU,62680000,CE  ,"85,33441674,"
AUGEFARMA,Rua RAIMUNDO MOREIRA LIMA 212 CENTRO,PARACURU,62680000,CE  ,"85,33442111,"
INOVA,Rua BRAULIO RIBEIRO SOBR 331 CENTRO,LUIS EDUARDO MAGALHAES,47580000,BA  ,"33,32713016,"
REDE MINAS FARMA,Rua SEVERO VELOSO 1070 CENTRO,PIUMHI,37925000,MG  ,"37,34214525,"
FARMACENTRO,Avenida PARANA 350 CENTRO,ASSIS CHATEAUBRIAND,85937000,PR  ,"44,35401229,"
FARMA VIDA,Rua Principal IPIRANGA 545 CENTRO,ICARA,88820000,SC  ,"48,34328102,"
PONTUAL FARMAC?UTICA,Avenida DAS AMERICAS 10101 BARRA DA TIJUCA,RIO DE JANEIRO,22793082,RJ  ,"21,24302150,"
SOLFARMA,Avenida PIAUI 590 JARDIM PRIMAVERA,CARAGUATATUBA,11660720,SP  ,"12,38822552,"
OLIVEIRA FARMA,Rua PARANA 869 CENTRO,LUPIONOPOLIS,86635000,PR  ,"43,36601140,"
SAO BENTO,Rua JOAQUIM MURTINHO 4136 TIRADENTES,CAMPO GRANDE,79041060,MS  ,"67,33142222,2222"
SAO BENTO,Rua QUATORZE DE JULHO 1622 CENTRO,CAMPO GRANDE,79002337,MS  ,"67,33142150,"
SAO BENTO,Avenida GUAICURUS 3920 CENTRO,CAMPO GRANDE,79002365,MS  ,"34,3142152,"
SAO BENTO,Avenida AFONSO PENA 3372e3382 CENTRO,CAMPO GRANDE,79002075,MS  ,"00,3142154,"
SAO BENTO,Avenida CALOGERAS 2055 CENTRO,CAMPO GRANDE,79002001,MS  ,"00,3142156,"
